CaneID,Treatment,30-Aug,4-Sep,9-Sep,12-Sep,16-Sep,19-Sep,23-Sep,26-Sep,30-Sep,3-Oct,7-Oct,x,Max,30/08/2019a,4/09/2019a,9/09/2019a,12/09/2019a,16/09/2019a,19/09/2019a,23/09/2019a,26/09/2019a,30/09/2019a,3/10/2019a,7/10/2019a,30/08/2019b,4/09/2019b,9/09/2019b,12/09/2019b,16/09/2019b,19/09/2019b,23/09/2019b,26/09/2019b,30/09/2019b,3/10/2019b,7/10/2019b,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Budup Lonza 4% + AB 2%           M,,,,,0,0,0,2,13,16,20,,20,,,,,0,0,0,0.1,0.65,0.8,1,0,0,0,0,0,0,0,0.1,0.65,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,
1460,Budup 6% + AB 2%                        M,,,,,0,0,1,2,17,20,22,,22,,,,,0,0,0.045454545,0.090909091,0.772727273,0.909090909,1,0,0,0,0,0,0,0.045454545,0.090909091,0.772727273,0.909090909,1,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Budup 4% + AB 2%                        E,,,,,0,0,3,5,8,13,15,,15,,,,,0,0,0.2,0.333333333,0.533333333,0.866666667,1,0,0,0,0,0,0,0.2,0.333333333,0.533333333,0.866666667,1,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Budup 2% + AB 2%                       VL,,,,,0,0,1,10,19,23,24,,24,,,,,0,0,0.041666667,0.416666667,0.791666667,0.958333333,1,0,0,0,0,0,0,0.041666667,0.416666667,0.791666667,0.958333333,1,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Budup 4% + AB 2%                       VL,,,,,0,0,0,3,9,12,16,,16,,,,,0,0,0,0.1875,0.5625,0.75,1,0,0,0,0,0,0,0,0.1875,0.5625,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Budup 6% + AB 2%                         L,,,,,0,0,2,2,13,19,19,,19,,,,,0,0,0.105263158,0.105263158,0.684210526,1,1,0,0,0,0,0,0,0.105263158,0.105263158,0.684210526,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1465,6% HiCane                                       M,,,,2,12,18,30,30,x,,,,30,,,,0.066666667,0.4,0.6,1,1,1,1,1,0,0,0,0.066666667,0.4,0.6,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1466,6% HiCane                                      VL,,,,,0,0,1,1,15,17,17,,17,,,,,0,0,0.058823529,0.058823529,0.882352941,1,1,0,0,0,0,0,0,0.058823529,0.058823529,0.882352941,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Budup 1% + AB 2%                        M,,,,,0,0,1,3,16,21,x,,21,,,,,0,0,0.047619048,0.142857143,0.761904762,1,1,0,0,0,0,0,0,0.047619048,0.142857143,0.761904762,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Untreated control,,,,,0,0,1,8,18,21,x,,21,,,,,0,0,0.047619048,0.380952381,0.857142857,1,1,0,0,0,0,0,0,0.047619048,0.380952381,0.857142857,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1469,6% HiCane                                        L,,,,,0,3,13,13,21,x,,,21,,,,,0,0.142857143,0.619047619,0.619047619,1,1,1,0,0,0,0,0,0.142857143,0.619047619,0.619047619,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Budup 2% + AB 2%                         L,,,,,0,0,7,9,13,18,x,,18,,,,,0,0,0.388888889,0.5,0.722222222,1,1,0,0,0,0,0,0,0.388888889,0.5,0.722222222,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Budup 2% + AB 2%                        E,,,,3,5,7,9,10,10,14,14,,14,,,,0.214285714,0.357142857,0.5,0.642857143,0.714285714,0.714285714,1,1,0,0,0,0.214285714,0.357142857,0.5,0.642857143,0.714285714,0.714285714,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Budup 4% + AB 2%                         L,,,,,0,0,1,4,11,12,14,x,14,,,,,0,0,0.071428571,0.285714286,0.785714286,0.857142857,1,0,0,0,0,0,0,0.071428571,0.285714286,0.785714286,0.857142857,1,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Budup 2% + AB 2%                        M,,,,,0,0,0,3,11,16,x,,16,,,,,0,0,0,0.1875,0.6875,1,1,0,0,0,0,0,0,0,0.1875,0.6875,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Budup 1% + AB 2%                        E,,,,1,2,4,11,14,19,23,x,,23,,,,0.043478261,0.086956522,0.173913043,0.47826087,0.608695652,0.826086957,1,1,0,0,0,0.043478261,0.086956522,0.173913043,0.47826087,0.608695652,0.826086957,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Budup 6% + AB 2%                        E,,,,,2,3,4,6,12,17,20,,20,,,,,0.1,0.15,0.2,0.3,0.6,0.85,1,0,0,0,0,0.1,0.15,0.2,0.3,0.6,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,
1476,6% HiCane + 0.2% Driftstop E         ,,,1,7,9,14,19,19,24,x,,,24,,,0.041666667,0.291666667,0.375,0.583333333,0.791666667,0.791666667,1,1,1,0,0,0.041666667,0.291666667,0.375,0.583333333,0.791666667,0.791666667,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1477,2% AB                                                M,,,,,1,1,2,5,5,10,10,,10,,,,,0.1,0.1,0.2,0.5,0.5,1,1,0,0,0,0,0.1,0.1,0.2,0.5,0.5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Budup 4% + AB 2%                        M,,,,,0,0,1,6,16,20,x,,20,,,,,0,0,0.05,0.3,0.8,1,1,0,0,0,0,0,0,0.05,0.3,0.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Budup 1% + AB 2%                       VL,,,,,0,0,2,2,6,12,16,,16,,,,,0,0,0.125,0.125,0.375,0.75,1,0,0,0,0,0,0,0.125,0.125,0.375,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Budup 6% + AB 2%                       VL,,,,,0,0,0,0,5,13,15,,15,,,,,0,0,0,0,0.333333333,0.866666667,1,0,0,0,0,0,0,0,0,0.333333333,0.866666667,1,,,,,,,,,,,,,,,,,,,,,,,,,
