CaneID,Treatment,30-Aug,4-Sep,9-Sep,12-Sep,16-Sep,19-Sep,23-Sep,26-Sep,30-Sep,3-Oct,7-Oct,x,Max,30/08/2019a,4/09/2019a,9/09/2019a,12/09/2019a,16/09/2019a,19/09/2019a,23/09/2019a,26/09/2019a,30/09/2019a,3/10/2019a,7/10/2019a,30/08/2019b,4/09/2019b,9/09/2019b,12/09/2019b,16/09/2019b,19/09/2019b,23/09/2019b,26/09/2019b,30/09/2019b,3/10/2019b,7/10/2019b,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Untreated control,1,1,1,1,7,10,13,13,14,17,21,x,21,0.047619048,0.047619048,0.047619048,0.047619048,0.333333333,0.476190476,0.619047619,0.619047619,0.666666667,0.80952381,1,0.047619048,0.047619048,0.047619048,0.047619048,0.333333333,0.476190476,0.619047619,0.619047619,0.666666667,0.80952381,1,,,Average of 30/08/2019b,Average of 4/09/2019b,Average of 9/09/2019b,Average of 12/09/2019b,Average of 16/09/2019b,Average of 19/09/2019b,Average of 23/09/2019b,Average of 26/09/2019b,Average of 30/09/2019b,Average of 3/10/2019b,Average of 7/10/2019b,,,,,,,,,,,,
1002,Budup Lonza 4% + AB 2%           M,,,,,1,1,8,18,23,26,x,,26,,,,,0.038461538,0.038461538,0.307692308,0.692307692,0.884615385,1,1,0,0,0,0,0.038461538,0.038461538,0.307692308,0.692307692,0.884615385,1,1,,2% AB                                                M,0,0.003846154,0.013171551,0.017594628,0.044034736,0.053249479,0.215384175,0.42685899,0.729252202,0.90869554,1,,,,,,,,,,,,
1003,Budup 1% + AB 2%                        E,,,,,1,5,8,13,16,22,x,,22,,,,,0.045454545,0.227272727,0.363636364,0.590909091,0.727272727,1,1,0,0,0,0,0.045454545,0.227272727,0.363636364,0.590909091,0.727272727,1,1,,6% HiCane                                        L,0,0,0.008214286,0.035714744,0.092451759,0.241361984,0.667676388,0.828023933,0.97374954,1,1,,,,,,,,,,,,
1004,Budup 1% + AB 2%                       VL,,,,,0,1,2,5,9,21,24,,24,,,,,0,0.041666667,0.083333333,0.208333333,0.375,0.875,1,0,0,0,0,0,0.041666667,0.083333333,0.208333333,0.375,0.875,1,,6% HiCane                                       M,0,0,0.004895833,0.046720674,0.216734699,0.484260048,0.830647265,0.904539154,0.988667122,1,1,,,,,,,,,,,,
1005,Budup 4% + AB 2%                        M,,1,1,1,4,11,15,22,x,,,,22,,0.045454545,0.045454545,0.045454545,0.181818182,0.5,0.681818182,1,1,1,1,0,0.045454545,0.045454545,0.045454545,0.181818182,0.5,0.681818182,1,1,1,1,,6% HiCane                                      VL,0,0,0,0.01741453,0.032516879,0.08229032,0.197215789,0.350137946,0.735531713,0.889907329,1,,,,,,,,,,,,
1006,6% HiCane                                        L,,,,2,5,12,22,23,25,x,,,25,,,,0.08,0.2,0.48,0.88,0.92,1,1,1,0,0,0,0.08,0.2,0.48,0.88,0.92,1,1,1,,6% HiCane + 0.2% Driftstop E         ,0,0.028503171,0.184950401,0.456244385,0.626259218,0.812530804,0.945802786,0.97900754,1,1,1,,,,,,,,,,,,
1007,Budup 4% + AB 2%                         L,,,,,0,0,2,7,13,18,x,,18,,,,,0,0,0.111111111,0.388888889,0.722222222,1,1,0,0,0,0,0,0,0.111111111,0.388888889,0.722222222,1,1,,Budup 1% + AB 2%                         L,0,0.001923077,0.00525641,0.012301865,0.028671597,0.048961769,0.18362501,0.335179583,0.687033158,0.894326405,1,,,,,,,,,,,,
1008,Budup 4% + AB 2%                       VL,,,,,1,2,4,10,18,20,24,x,24,,,,,0.041666667,0.083333333,0.166666667,0.416666667,0.75,0.833333333,1,0,0,0,0,0.041666667,0.083333333,0.166666667,0.416666667,0.75,0.833333333,1,,Budup 1% + AB 2%                        E,0,0.002380952,0.01547619,0.069920772,0.133392294,0.258991956,0.454703347,0.659678403,0.841875918,0.93572801,1,,,,,,,,,,,,
1009,2% AB                                                M,,,,,0,0,0,2,4,10,13,,13,,,,,0,0,0,0.153846154,0.307692308,0.769230769,1,0,0,0,0,0,0,0,0.153846154,0.307692308,0.769230769,1,,Budup 1% + AB 2%                        M,0,0,0.007679865,0.016608437,0.031070729,0.04758257,0.20771599,0.390880892,0.739697877,0.952247005,1,,,,,,,,,,,,
1010,Budup 1% + AB 2%                        M,,,,,1,2,7,14,18,19,x,,19,,,,,0.052631579,0.105263158,0.368421053,0.736842105,0.947368421,1,1,0,0,0,0,0.052631579,0.105263158,0.368421053,0.736842105,0.947368421,1,1,,Budup 1% + AB 2%                       VL,0,0,0,0,0,0.012083333,0.078711443,0.166882647,0.573076786,0.787424563,1,,,,,,,,,,,,
1011,Budup 6% + AB 2%                        E,,,,,3,5,8,16,20,23,x,,23,,,,,0.130434783,0.217391304,0.347826087,0.695652174,0.869565217,1,1,0,0,0,0,0.130434783,0.217391304,0.347826087,0.695652174,0.869565217,1,1,,Budup 2% + AB 2%                         L,0,0.001666667,0.012086096,0.01962839,0.032944023,0.068012267,0.221510924,0.450783662,0.81616857,0.942079659,1,,,,,,,,,,,,
1012,Budup 2% + AB 2%                         L,,,,,1,3,6,11,19,25,x,,25,,,,,0.04,0.12,0.24,0.44,0.76,1,1,0,0,0,0,0.04,0.12,0.24,0.44,0.76,1,1,,Budup 2% + AB 2%                        E,0,0,0.023018387,0.08928729,0.171205445,0.284211442,0.432208263,0.591668847,0.78150462,0.922659037,1,,,,,,,,,,,,
1013,Budup 6% + AB 2%                        M,,,1,1,1,3,8,11,x,,,,11,,,0.090909091,0.090909091,0.090909091,0.272727273,0.727272727,1,1,1,1,0,0,0.090909091,0.090909091,0.090909091,0.272727273,0.727272727,1,1,1,1,,Budup 2% + AB 2%                        M,0,0.002272727,0.008338904,0.012968533,0.022094137,0.052076876,0.224336502,0.439108022,0.781093775,0.950469771,1,,,,,,,,,,,,
1014,Budup 6% + AB 2%                         L,,,,,0,1,3,9,16,21,x,,21,,,,,0,0.047619048,0.142857143,0.428571429,0.761904762,1,1,0,0,0,0,0,0.047619048,0.142857143,0.428571429,0.761904762,1,1,,Budup 2% + AB 2%                       VL,0.002941176,0,0.012941176,0.002941176,0.009168283,0.031655279,0.123210295,0.246510554,0.588354807,0.887100138,1,,,,,,,,,,,,
1015,Budup 6% + AB 2%                       VL,,,,,0,3,6,9,12,16,x,,16,,,,,0,0.1875,0.375,0.5625,0.75,1,1,0,0,0,0,0,0.1875,0.375,0.5625,0.75,1,1,,Budup 4% + AB 2%                         L,0,0,0.017692577,0.032087535,0.035028711,0.066544802,0.206536353,0.374414063,0.719289224,0.89608036,1,,,,,,,,,,,,
1016,Budup 4% + AB 2%                        E,,,1,3,6,9,14,14,14,19,x,,19,,,0.052631579,0.157894737,0.315789474,0.473684211,0.736842105,0.736842105,0.736842105,1,1,0,0,0.052631579,0.157894737,0.315789474,0.473684211,0.736842105,0.736842105,0.736842105,1,1,,Budup 4% + AB 2%                        E,0,0,0.020117896,0.049466267,0.089257178,0.19809633,0.393952226,0.563557268,0.793725127,0.948709806,1,,,,,,,,,,,,
1017,Budup 2% + AB 2%                       VL,,,,,0,0,0,2,5,13,22,x,22,,,,,0,0,0,0.090909091,0.227272727,0.590909091,1,0,0,0,0,0,0,0,0.090909091,0.227272727,0.590909091,1,,Budup 4% + AB 2%                        M,0,0.007177033,0.010856687,0.012940021,0.03721121,0.095543546,0.25980423,0.439745177,0.81986406,0.964381313,1,,,,,,,,,,,,
1018,Budup 1% + AB 2%                         L,,,,,0,1,3,5,9,16,x,,16,,,,,0,0.0625,0.1875,0.3125,0.5625,1,1,0,0,0,0,0,0.0625,0.1875,0.3125,0.5625,1,1,,Budup 4% + AB 2%                       VL,0,0,0,0,0.002083333,0.015465686,0.082325377,0.173686597,0.530630396,0.831001448,1,,,,,,,,,,,,
1019,Untreated control,,,1,1,1,4,8,12,12,13,x,,13,,,0.076923077,0.076923077,0.076923077,0.307692308,0.615384615,0.923076923,0.923076923,1,1,0,0,0.076923077,0.076923077,0.076923077,0.307692308,0.615384615,0.923076923,0.923076923,1,1,,Budup 6% + AB 2%                         L,0,0,0.008218954,0.037126248,0.049973908,0.088282911,0.251372655,0.42537866,0.789528692,0.932265111,1,,,,,,,,,,,,
1020,6% HiCane                                      VL,,,,,1,2,7,7,9,14,x,,14,,,,,0.071428571,0.142857143,0.5,0.5,0.642857143,1,1,0,0,0,0,0.071428571,0.142857143,0.5,0.5,0.642857143,1,1,,Budup 6% + AB 2%                        E,0,0.00462963,0.026181131,0.077870598,0.134740535,0.220496651,0.429528373,0.607338454,0.817549875,0.91998917,1,,,,,,,,,,,,
1021,Budup 2% + AB 2%                        E,,,,,1,3,3,7,9,13,x,,13,,,,,0.076923077,0.230769231,0.230769231,0.538461538,0.692307692,1,1,0,0,0,0,0.076923077,0.230769231,0.230769231,0.538461538,0.692307692,1,1,,Budup 6% + AB 2%                        M,0,0.005012531,0.016568568,0.026723295,0.026723295,0.054050527,0.241216561,0.471385389,0.864314291,0.962267411,1,,,,,,,,,,,,
1022,6% HiCane                                       M,,,,,6,12,18,20,21,22,x,,22,,,,,0.272727273,0.545454545,0.818181818,0.909090909,0.954545455,1,1,0,0,0,0,0.272727273,0.545454545,0.818181818,0.909090909,0.954545455,1,1,,Budup 6% + AB 2%                       VL,0,0,0,0,0,0.023865553,0.103870731,0.222937281,0.596746978,0.872195333,1,,,,,,,,,,,,
1023,Budup 2% + AB 2%                        M,,,,,0,0,4,13,21,x,,,21,,,,,0,0,0.19047619,0.619047619,1,1,1,0,0,0,0,0,0,0.19047619,0.619047619,1,1,1,,Budup Lonza 4% + AB 2%           M,0,0,0.005,0.012083333,0.015494505,0.043853191,0.216818791,0.396889497,0.817780269,0.949296195,1,,,,,,,,,,,,
1024,6% HiCane + 0.2% Driftstop E         ,,2,2,12,14,17,18,20,23,x,,,23,,0.086956522,0.086956522,0.52173913,0.608695652,0.739130435,0.782608696,0.869565217,1,1,1,0,0.086956522,0.086956522,0.52173913,0.608695652,0.739130435,0.782608696,0.869565217,1,1,1,,Untreated control,0.001190476,0.003463203,0.029599373,0.048278355,0.078109963,0.157549842,0.351037649,0.522163071,0.781292878,0.929515204,1,,,,,,,,,,,,
1025,Budup 1% + AB 2%                        E,,,,,2,2,8,14,15,20,x,,20,,,,,0.1,0.1,0.4,0.7,0.75,1,1,0,0,0,0,0.1,0.1,0.4,0.7,0.75,1,1,,(blank),,,,,,,,,,,,,,,,,,,,,,,
1026,Budup 6% + AB 2%                        M,,,,,0,0,3,13,17,18,x,,18,,,,,0,0,0.166666667,0.722222222,0.944444444,1,1,0,0,0,0,0,0,0.166666667,0.722222222,0.944444444,1,1,,Grand Total,0.000221755,0.002680765,0.019160986,0.047591643,0.082803183,0.149940292,0.319593699,0.478704946,0.772834198,0.925243917,1,,,,,,,,,,,,
1027,Untreated control,,,1,1,3,4,13,18,24,29,x,,29,,,0.034482759,0.034482759,0.103448276,0.137931034,0.448275862,0.620689655,0.827586207,1,1,0,0,0.034482759,0.034482759,0.103448276,0.137931034,0.448275862,0.620689655,0.827586207,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Budup 1% + AB 2%                       VL,,,,,0,0,2,2,12,18,27,x,27,,,,,0,0,0.074074074,0.074074074,0.444444444,0.666666667,1,0,0,0,0,0,0,0.074074074,0.074074074,0.444444444,0.666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Budup 6% + AB 2%                         L,,,1,2,2,2,3,10,16,17,x,,17,,,0.058823529,0.117647059,0.117647059,0.117647059,0.176470588,0.588235294,0.941176471,1,1,0,0,0.058823529,0.117647059,0.117647059,0.117647059,0.176470588,0.588235294,0.941176471,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1030,6% HiCane                                        L,,,,,0,3,12,15,23,23,x,,23,,,,,0,0.130434783,0.52173913,0.652173913,1,1,1,0,0,0,0,0,0.130434783,0.52173913,0.652173913,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Budup 4% + AB 2%                        M,,,,,0,0,0,5,19,19,24,,24,,,,,0,0,0,0.208333333,0.791666667,0.791666667,1,0,0,0,0,0,0,0,0.208333333,0.791666667,0.791666667,1,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Budup 4% + AB 2%                         L,,,1,1,1,2,3,12,25,25,28,,28,,,0.035714286,0.035714286,0.035714286,0.071428571,0.107142857,0.428571429,0.892857143,0.892857143,1,0,0,0.035714286,0.035714286,0.035714286,0.071428571,0.107142857,0.428571429,0.892857143,0.892857143,1,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Budup 2% + AB 2%                       VL,,,,,0,0,2,7,13,16,x,,16,,,,,0,0,0.125,0.4375,0.8125,1,1,0,0,0,0,0,0,0.125,0.4375,0.8125,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1034,6% HiCane                                      VL,,,,,0,0,1,3,14,17,22,x,22,,,,,0,0,0.045454545,0.136363636,0.636363636,0.772727273,1,0,0,0,0,0,0,0.045454545,0.136363636,0.636363636,0.772727273,1,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Budup Lonza 4% + AB 2%           M,,,,,0,0,1,15,25,27,x,,27,,,,,0,0,0.037037037,0.555555556,0.925925926,1,1,0,0,0,0,0,0,0.037037037,0.555555556,0.925925926,1,1,,,2% AB                                                M,6% HiCane                                        L,6% HiCane                                       M,6% HiCane                                      VL,6% HiCane + 0.2% Driftstop E         ,Budup 1% + AB 2%                         L,Budup 1% + AB 2%                        E,Budup 1% + AB 2%                        M,Budup 1% + AB 2%                       VL,Budup 2% + AB 2%                         L,Budup 2% + AB 2%                        E,Budup 2% + AB 2%                        M,Budup 2% + AB 2%                       VL,Budup 4% + AB 2%                         L,Budup 4% + AB 2%                        E,Budup 4% + AB 2%                        M,Budup 4% + AB 2%                       VL,Budup 6% + AB 2%                         L,Budup 6% + AB 2%                        E,Budup 6% + AB 2%                        M,Budup 6% + AB 2%                       VL,Budup Lonza 4% + AB 2%           M,Untreated control
1036,6% HiCane                                       M,,,,,5,8,16,18,x,,,,18,,,,,0.277777778,0.444444444,0.888888889,1,1,1,1,0,0,0,0,0.277777778,0.444444444,0.888888889,1,1,1,1,,Average of 30/08/2019b,0,0,0,0,0,0,0,0,0,0,0,0,0.002941176,0,0,0,0,0,0,0,0,0,0.001190476
1037,Budup 2% + AB 2%                        M,,,,,0,0,4,10,20,21,x,,21,,,,,0,0,0.19047619,0.476190476,0.952380952,1,1,0,0,0,0,0,0,0.19047619,0.476190476,0.952380952,1,1,,Average of 4/09/2019b,0.003846154,0,0,0,0.028503171,0.001923077,0.002380952,0,0,0.001666667,0,0.002272727,0,0,0,0.007177033,0,0,0.00462963,0.005012531,0,0,0.003463203
1038,Budup 4% + AB 2%                       VL,,,,,0,0,0,2,4,8,15,,15,,,,,0,0,0,0.133333333,0.266666667,0.533333333,1,0,0,0,0,0,0,0,0.133333333,0.266666667,0.533333333,1,,Average of 9/09/2019b,0.013171551,0.008214286,0.004895833,0,0.184950401,0.00525641,0.01547619,0.007679865,0,0.012086096,0.023018387,0.008338904,0.012941176,0.017692577,0.020117896,0.010856687,0,0.008218954,0.026181131,0.016568568,0,0.005,0.029599373
1039,Budup 2% + AB 2%                         L,,,,1,1,2,4,9,16,20,28,x,28,,,,0.035714286,0.035714286,0.071428571,0.142857143,0.321428571,0.571428571,0.714285714,1,0,0,0,0.035714286,0.035714286,0.071428571,0.142857143,0.321428571,0.571428571,0.714285714,1,,Average of 12/09/2019b,0.017594628,0.035714744,0.046720674,0.01741453,0.456244385,0.012301865,0.069920772,0.016608437,0,0.01962839,0.08928729,0.012968533,0.002941176,0.032087535,0.049466267,0.012940021,0,0.037126248,0.077870598,0.026723295,0,0.012083333,0.048278355
1040,Untreated control,,,,1,1,1,4,7,13,15,x,,15,,,,0.066666667,0.066666667,0.066666667,0.266666667,0.466666667,0.866666667,1,1,0,0,0,0.066666667,0.066666667,0.066666667,0.266666667,0.466666667,0.866666667,1,1,,Average of 16/09/2019b,0.044034736,0.092451759,0.216734699,0.032516879,0.626259218,0.028671597,0.133392294,0.031070729,0,0.032944023,0.171205445,0.022094137,0.009168283,0.035028711,0.089257178,0.03721121,0.002083333,0.049973908,0.134740535,0.026723295,0,0.015494505,0.078109963
1041,Budup 6% + AB 2%                       VL,,,,,0,0,3,5,9,10,15,,15,,,,,0,0,0.2,0.333333333,0.6,0.666666667,1,0,0,0,0,0,0,0.2,0.333333333,0.6,0.666666667,1,,Average of 19/09/2019b,0.053249479,0.241361984,0.484260048,0.08229032,0.812530804,0.048961769,0.258991956,0.04758257,0.012083333,0.068012267,0.284211442,0.052076876,0.031655279,0.066544802,0.19809633,0.095543546,0.015465686,0.088282911,0.220496651,0.054050527,0.023865553,0.043853191,0.157549842
1042,Budup 1% + AB 2%                         L,,,,,2,2,6,9,13,13,x,,13,,,,,0.153846154,0.153846154,0.461538462,0.692307692,1,1,1,0,0,0,0,0.153846154,0.153846154,0.461538462,0.692307692,1,1,1,,Average of 23/09/2019b,0.215384175,0.667676388,0.830647265,0.197215789,0.945802786,0.18362501,0.454703347,0.20771599,0.078711443,0.221510924,0.432208263,0.224336502,0.123210295,0.206536353,0.393952226,0.25980423,0.082325377,0.251372655,0.429528373,0.241216561,0.103870731,0.216818791,0.351037649
1043,2% AB                                                M,,,1,1,1,2,6,9,12,12,x,,12,,,0.083333333,0.083333333,0.083333333,0.166666667,0.5,0.75,1,1,1,0,0,0.083333333,0.083333333,0.083333333,0.166666667,0.5,0.75,1,1,1,,Average of 26/09/2019b,0.42685899,0.828023933,0.904539154,0.350137946,0.97900754,0.335179583,0.659678403,0.390880892,0.166882647,0.450783662,0.591668847,0.439108022,0.246510554,0.374414063,0.563557268,0.439745177,0.173686597,0.42537866,0.607338454,0.471385389,0.222937281,0.396889497,0.522163071
1044,Budup 1% + AB 2%                        M,,,,,0,0,2,6,15,20,x,,20,,,,,0,0,0.1,0.3,0.75,1,1,0,0,0,0,0,0,0.1,0.3,0.75,1,1,,Average of 30/09/2019b,0.729252202,0.97374954,0.988667122,0.735531713,1,0.687033158,0.841875918,0.739697877,0.573076786,0.81616857,0.78150462,0.781093775,0.588354807,0.719289224,0.793725127,0.81986406,0.530630396,0.789528692,0.817549875,0.864314291,0.596746978,0.817780269,0.781292878
1045,Budup 6% + AB 2%                        E,,,,,2,3,7,7,9,13,21,x,21,,,,,0.095238095,0.142857143,0.333333333,0.333333333,0.428571429,0.619047619,1,0,0,0,0,0.095238095,0.142857143,0.333333333,0.333333333,0.428571429,0.619047619,1,,Average of 3/10/2019b,0.90869554,1,1,0.889907329,1,0.894326405,0.93572801,0.952247005,0.787424563,0.942079659,0.922659037,0.950469771,0.887100138,0.89608036,0.948709806,0.964381313,0.831001448,0.932265111,0.91998917,0.962267411,0.872195333,0.949296195,0.929515204
1046,6% HiCane + 0.2% Driftstop E         ,,3,5,6,11,13,13,x,,,,,13,,0.230769231,0.384615385,0.461538462,0.846153846,1,1,1,1,1,1,0,0.230769231,0.384615385,0.461538462,0.846153846,1,1,1,1,1,1,,Average of 7/10/2019b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1047,Budup 2% + AB 2%                        E,,,1,1,1,3,4,7,10,12,x,,12,,,0.083333333,0.083333333,0.083333333,0.25,0.333333333,0.583333333,0.833333333,1,1,0,0,0.083333333,0.083333333,0.083333333,0.25,0.333333333,0.583333333,0.833333333,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Budup 4% + AB 2%                        E,,,,2,5,7,9,12,15,x,,,15,,,,0.133333333,0.333333333,0.466666667,0.6,0.8,1,1,1,0,0,0,0.133333333,0.333333333,0.466666667,0.6,0.8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Untreated control,,,1,1,1,2,8,16,17,20,20,x,20,,,0.05,0.05,0.05,0.1,0.4,0.8,0.85,1,1,0,0,0.05,0.05,0.05,0.1,0.4,0.8,0.85,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Untreated control,,,,,0,2,7,11,15,20,x,,20,,,,,0,0.1,0.35,0.55,0.75,1,1,0,0,0,0,0,0.1,0.35,0.55,0.75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Budup 1% + AB 2%                       VL,,,,,0,0,2,2,6,13,19,,19,,,,,0,0,0.105263158,0.105263158,0.315789474,0.684210526,1,0,0,0,0,0,0,0.105263158,0.105263158,0.315789474,0.684210526,1,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Budup 2% + AB 2%                         L,,,,,0,0,4,10,20,24,x,,24,,,,,0,0,0.166666667,0.416666667,0.833333333,1,1,0,0,0,0,0,0,0.166666667,0.416666667,0.833333333,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1053,6% HiCane                                      VL,,,,,0,1,4,8,13,17,21,,21,,,,,0,0.047619048,0.19047619,0.380952381,0.619047619,0.80952381,1,0,0,0,0,0,0.047619048,0.19047619,0.380952381,0.619047619,0.80952381,1,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Budup 4% + AB 2%                       VL,,,,,0,0,0,2,5,15,17,x,17,,,,,0,0,0,0.117647059,0.294117647,0.882352941,1,0,0,0,0,0,0,0,0.117647059,0.294117647,0.882352941,1,,,,,,,,,,,,,,,,,,,,,,,,,
1055,6% HiCane                                       M,,,,,3,11,24,25,29,30,x,,30,,,,,0.1,0.366666667,0.8,0.833333333,0.966666667,1,1,0,0,0,0,0.1,0.366666667,0.8,0.833333333,0.966666667,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Budup 4% + AB 2%                        E,,,,,0,3,5,9,10,17,x,,17,,,,,0,0.176470588,0.294117647,0.529411765,0.588235294,1,1,0,0,0,0,0,0.176470588,0.294117647,0.529411765,0.588235294,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Budup 1% + AB 2%                        M,,,1,1,1,2,2,4,7,20,23,x,23,,,0.043478261,0.043478261,0.043478261,0.086956522,0.086956522,0.173913043,0.304347826,0.869565217,1,0,0,0.043478261,0.043478261,0.043478261,0.086956522,0.086956522,0.173913043,0.304347826,0.869565217,1,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Budup 2% + AB 2%                        E,,,,1,2,2,3,3,5,7,12,,12,,,,0.083333333,0.166666667,0.166666667,0.25,0.25,0.416666667,0.583333333,1,0,0,0,0.083333333,0.166666667,0.166666667,0.25,0.25,0.416666667,0.583333333,1,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Budup 1% + AB 2%                         L,,,,,0,0,1,3,5,14,21,x,21,,,,,0,0,0.047619048,0.142857143,0.238095238,0.666666667,1,0,0,0,0,0,0,0.047619048,0.142857143,0.238095238,0.666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Budup 4% + AB 2%                         L,,,,,0,0,4,10,15,22,25,x,25,,,,,0,0,0.16,0.4,0.6,0.88,1,0,0,0,0,0,0,0.16,0.4,0.6,0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Budup 2% + AB 2%                       VL,,,,,0,0,2,3,10,14,17,x,17,,,,,0,0,0.117647059,0.176470588,0.588235294,0.823529412,1,0,0,0,0,0,0,0.117647059,0.176470588,0.588235294,0.823529412,1,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Budup 4% + AB 2%                        M,,,,1,2,4,12,14,24,x,,,24,,,,0.041666667,0.083333333,0.166666667,0.5,0.583333333,1,1,1,0,0,0,0.041666667,0.083333333,0.166666667,0.5,0.583333333,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Budup 6% + AB 2%                        M,,,,,0,0,4,7,8,15,21,,21,,,,,0,0,0.19047619,0.333333333,0.380952381,0.714285714,1,0,0,0,0,0,0,0.19047619,0.333333333,0.380952381,0.714285714,1,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Budup 6% + AB 2%                        E,,,1,4,6,10,14,14,16,23,x,,23,,,0.043478261,0.173913043,0.260869565,0.434782609,0.608695652,0.608695652,0.695652174,1,1,0,0,0.043478261,0.173913043,0.260869565,0.434782609,0.608695652,0.608695652,0.695652174,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Budup 2% + AB 2%                        M,,,1,1,1,1,1,2,7,11,16,x,16,,,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.4375,0.6875,1,0,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.4375,0.6875,1,,,,,,,,,,,,,,,,,,,,,,,,,
1066,6% HiCane + 0.2% Driftstop E         ,,,10,13,14,14,15,x,,,,,15,,,0.666666667,0.866666667,0.933333333,0.933333333,1,1,1,1,1,0,0,0.666666667,0.866666667,0.933333333,0.933333333,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1067,6% HiCane                                        L,,,1,1,3,7,12,13,15,x,,,15,,,0.066666667,0.066666667,0.2,0.466666667,0.8,0.866666667,1,1,1,0,0,0.066666667,0.066666667,0.2,0.466666667,0.8,0.866666667,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Budup 6% + AB 2%                       VL,,,,,0,1,2,3,6,9,13,,13,,,,,0,0.076923077,0.153846154,0.230769231,0.461538462,0.692307692,1,0,0,0,0,0,0.076923077,0.153846154,0.230769231,0.461538462,0.692307692,1,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Budup Lonza 4% + AB 2%           M,,,,,0,0,2,8,16,22,x,,22,,,,,0,0,0.090909091,0.363636364,0.727272727,1,1,0,0,0,0,0,0,0.090909091,0.363636364,0.727272727,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Budup 1% + AB 2%                        E,,,,1,1,2,4,13,14,19,22,x,22,,,,0.045454545,0.045454545,0.090909091,0.181818182,0.590909091,0.636363636,0.863636364,1,0,0,0,0.045454545,0.045454545,0.090909091,0.181818182,0.590909091,0.636363636,0.863636364,1,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Budup 6% + AB 2%                         L,,,,,1,3,10,13,16,19,21,x,21,,,,,0.047619048,0.142857143,0.476190476,0.619047619,0.761904762,0.904761905,1,0,0,0,0,0.047619048,0.142857143,0.476190476,0.619047619,0.761904762,0.904761905,1,,,,,,,,,,,,,,,,,,,,,,,,,
1072,2% AB                                                M,,,,,0,0,0,4,11,17,25,,25,,,,,0,0,0,0.16,0.44,0.68,1,0,0,0,0,0,0,0,0.16,0.44,0.68,1,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Budup 1% + AB 2%                         L,,,,,1,1,4,8,17,29,41,x,41,,,,,0.024390244,0.024390244,0.097560976,0.195121951,0.414634146,0.707317073,1,0,0,0,0,0.024390244,0.024390244,0.097560976,0.195121951,0.414634146,0.707317073,1,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Budup 6% + AB 2%                        E,,,,1,1,4,12,13,14,18,21,,21,,,,0.047619048,0.047619048,0.19047619,0.571428571,0.619047619,0.666666667,0.857142857,1,0,0,0,0.047619048,0.047619048,0.19047619,0.571428571,0.619047619,0.666666667,0.857142857,1,,,,,,,,,,,,,,,,,,,,,,,,,
1075,6% HiCane                                       M,,,,,1,8,27,28,30,30,x,,30,,,,,0.033333333,0.266666667,0.9,0.933333333,1,1,1,0,0,0,0,0.033333333,0.266666667,0.9,0.933333333,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Budup Lonza 4% + AB 2%           M,,,,,0,1,4,9,13,13,x,,13,,,,,0,0.076923077,0.307692308,0.692307692,1,1,1,0,0,0,0,0,0.076923077,0.307692308,0.692307692,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
